UID,SITE_ID,VISIT_NO,INDEX_NLA,AGGR_ECO3_2015,AGGR_ECO9_2015,AREA_HA,COMID2012,ELEVATION,EPA_REG,LAKE_ORIGIN,STATE,WGT_ALL,REF_NLA12_NUTR,RT_NLA12,RT_NLA12_BENT,RT_NLA12_ZOOP,CHLX_RESULT,CHLX_UNITS,INDEX_SITE_DEPTH,INDEX_LAT_DD,INDEX_LON_DD,COLOR_RESULT,COLOR_UNITS,CHLORIDE_RESULT,CHLORIDE_UNITS,NTL_RESULT,NTL_UNITS,PTL_RESULT,PTL_UNITS,BENT_COND,MMI_BENT_NLA12,ZOOP_COND,MMI_ZOOP_NLA6,AMITOTAL,HORIZDD,LitCvrQc3OE,LitRipCvrQc3OE,RDis_IX,RVegQc3OE,VERTDD,MICX_RESULT,MICX_UNITS,ATRAZINE_RESULT,ATRAZINE_UNITS,TOTALHG_RESULT,TOTALHG_UNITS,METHYLMERCURY_RESULT,METHYLMERCURY_UNITS
7367,NLA12_UT-203,1,Y,WMTNS,WMT,8.964948567,10389216,2909.22,Region_8,MAN_MADE,UT,2.938915931,R,S,S,S,0.56,ug/L,11,40.58958,-111.58919,13,APHA Pt-Co,2.107,mg/L,0.114,mg/L,6,ug/L,Not Assessed,NA,Good,82.27,0.005,8,2.204233623,0.755307028,0.376258993,0.231218298,4.29,0,ppb,0,ppb,97.26,ng/g,2.1,ng/g
7097,NLA12_UT-210,1,Y,WMTNS,WMT,6.736780077,3505411,2203.2,Region_8,MAN_MADE,UT,2.938915931,,S,S,S,2.72,ug/L,8.4,38.7881,-111.77385,10,APHA Pt-Co,9.423,mg/L,0.283,mg/L,51,ug/L,Poor,34,Good,70.63,0.005,20,1.055182975,1.760146182,0.828298279,2.083135898,2.24,0,ppb,0,ppb,25.9,ng/g,1.4,ng/g
7841,NLA12_UT-218,1,Y,WMTNS,WMT,1023.71804,10375440,1651.98,Region_8,MAN_MADE,UT,1.293761905,,T,T,T,3.858823529,ug/L,20,40.43818,-111.49759,9,APHA Pt-Co,18.81,mg/L,0.23,mg/L,28,ug/L,Not Assessed,NA,Good,67.27,0.005,20.2,1.776044778,0.30225899,0.863387978,0.034241004,3.93,0.2034,ppb,0.05,ppb,76.92,ng/g,0.58,ng/g
7154,NLA12_UT-222,1,Y,WMTNS,WMT,48.53105047,3503819,2083.19,Region_8,MAN_MADE,UT,0.718756614,,T,T,T,14.25,ug/L,2.2,38.62515,-112.43246,32,APHA Pt-Co,28.243,mg/L,1.466,mg/L,83,ug/L,Poor,26.9,Fair,55.98,0.885,52.8,1.242423827,0.278151092,0.921548117,0.03301827,1.49,0.13363,ppb,0,ppb,33.64,ng/g,1.9,ng/g
8395,NLA12_UT-229,1,Y,WMTNS,WMT,32.45693843,10038624,2622.67,Region_8,MAN_MADE,UT,0.718756614,,S,S,S,3.516,ug/L,5,40.88891,-109.8502,25,APHA Pt-Co,0.947,mg/L,0.424,mg/L,37,ug/L,Poor,33.9,Fair,61.63,0.4575,0,1.82352179,1.368066535,0.804776739,1.330642931,0,0.08056,ppb,0,ppb,76.41,ng/g,0.81,ng/g
6966,NLA12_UT-260,1,Y,WMTNS,WMT,27.85638716,4876253,2889.45,Region_8,MAN_MADE,UT,0.718756614,,S,S,S,3.564,ug/L,4.3,39.14189,-111.45147,5,APHA Pt-Co,0.131,mg/L,0.285,mg/L,21,ug/L,Poor,37.8,Poor,51.63,0.17,13.84,0.51706397,0.119894438,0.632831829,0.002362613,1.08,0.0983,ppb,0,ppb,29.47,ng/g,0.22,ng/g
8504,NLA12_UT-264,1,Y,WMTNS,WMT,11.22871745,4900347,3074.1,Region_8,MAN_MADE,UT,1.203917328,,T,T,T,24.1,ug/L,8,38.07123,-111.37309,20,APHA Pt-Co,0.383,mg/L,0.511,mg/L,104,ug/L,Poor,42.2,Good,64.55,0.015,14.1,2.056936333,1.957024515,0.927745665,2.056476844,1.43,0.05253,ppb,0,ppb,69.44,ng/g,2.3,ng/g
8447,NLA12_UT-290,1,Y,WMTNS,XER,12.12835629,10038630,1652.82,Region_8,NATURAL,UT,1.203917328,,S,S,S,3.907692308,ug/L,1.8,40.87259,-109.1479,19,APHA Pt-Co,20.184,mg/L,0.849,mg/L,66,ug/L,Fair,46.4,Poor,51.82,0.06,13.8,0.142553222,0.176090833,0.354500818,0.20077057,0.33,0.07611,ppb,0,ppb,15.54,ng/g,0.33,ng/g
7225,NLA12_UT-294,1,Y,WMTNS,WMT,35.07400135,10389174,1677.52,Region_8,MAN_MADE,UT,0.718756614,,T,T,T,0.92,ug/L,13,40.75602,-111.7173,0,APHA Pt-Co,94.884,mg/L,0.14,mg/L,24,ug/L,Poor,29.4,Good,71.48,0.5875,2.25,0.708092251,0.718421397,0.315856704,0.754390374,1.19,0,ppb,0,ppb,44.34,ng/g,0.74,ng/g
8360,NLA12_UT-324,1,Y,WMTNS,WMT,39.42804792,10374758,3043.48,Region_8,MAN_MADE,UT,0.718756614,,S,S,S,1.850666667,ug/L,16,40.67639,-110.9671,15,APHA Pt-Co,0.487,mg/L,0.22,mg/L,19,ug/L,Poor,40.6,Good,65.17,0,68.8,0.275860439,0.064776995,0.355882353,0,3.67,0,ppb,0,ppb,183.27,ng/g,2.5,ng/g
8390,NLA12_UT-325,1,Y,WMTNS,WMT,266.0559395,10276260,1738.93,Region_8,MAN_MADE,UT,1.293761905,,T,T,T,4.48,ug/L,33,40.90888,-111.59199,11,APHA Pt-Co,108.547,mg/L,0.31,mg/L,31,ug/L,Poor,37.6,Fair,59.57,0,136.1,1.411853052,0.287255857,0.673417722,0.039187163,8.72,0.08599,ppb,0,ppb,44.53,ng/g,0.18,ng/g
8508,NLA12_UT-343,1,Y,WMTNS,WMT,69.39431051,10037090,2803.81,Region_8,NATURAL,UT,1.293761905,,T,T,T,0.3148,ug/L,4.9,40.92257,-110.11871,35,APHA Pt-Co,0.743,mg/L,1.005,mg/L,85,ug/L,Poor,25.4,Good,72.13,0,64.3,0.028188235,0.038629571,0.928571429,0.042946269,1.94,0.09099,ppb,0,ppb,116.5,ng/g,0.84,ng/g
8509,NLA12_UT-359,1,Y,WMTNS,XER,42.4906927,11983859,1632.53,Region_8,MAN_MADE,UT,0.718756614,,T,T,T,173.2,ug/L,1.2,40.34936,-109.93835,32,APHA Pt-Co,17.651,mg/L,3.25,mg/L,542,ug/L,Not Assessed,NA,Poor,42.75,0,117.1,0.034347009,0.010490255,0.795178197,0,14.4,0.83875,ppb,0,ppb,32.42,ng/g,0.66,ng/g
8321,NLA12_UT-374,1,Y,WMTNS,XER,151.3345341,4876263,1894.31,Region_8,MAN_MADE,UT,1.293761905,,S,S,S,1.676,ug/L,16,39.10027,-111.19296,9,APHA Pt-Co,4.93,mg/L,0.211,mg/L,25,ug/L,Poor,19.1,Good,69.17,0.06,62.1,0.730795261,1.146590648,0.85549133,1.401025862,2.95,0.09278,ppb,0,ppb,23.43,ng/g,1.2,ng/g
8777,NLA12_UT-392,1,Y,WMTNS,XER,3220.730169,3501837,1521.41,Region_8,MAN_MADE,UT,1.293761905,,S,S,S,4.2,ug/L,11.3,39.37454,-111.98356,18,APHA Pt-Co,230.942,mg/L,0.645,mg/L,55,ug/L,Not Assessed,NA,Good,69.3,0.01,25.7,0.236304673,0.142384545,0.761504425,0.105658053,2.52,0.23788,ppb,0,ppb,18.24,ng/g,0.22,ng/g
8765,NLA12_UT-397,1,Y,WMTNS,WMT,70.18197711,10807133,2389.88,Region_8,MAN_MADE,UT,1.293761905,,T,T,T,1.116,ug/L,1.5,37.60643,-112.2532,22,APHA Pt-Co,2.361,mg/L,0.271,mg/L,16,ug/L,Fair,44,Fair,63.45,0.785,79.6,0.045611161,0.257731435,0.926470588,0.317595331,1.72,0.04829,ppb,0,ppb,15.81,ng/g,0.51,ng/g
8812,NLA12_UT-400,1,Y,WMTNS,XER,11.46657216,11965897,2048.02,Region_8,NATURAL,UT,1.203917328,,T,T,T,10.24,ug/L,11,40.057341,-110.627244,19,APHA Pt-Co,162.923,mg/L,1.136,mg/L,1208,ug/L,Poor,16.7,Poor,45.97,0.51,0,2.279505398,1.552529825,0.840243902,1.25879468,0,0.06373,ppb,0,ppb,14.29,ng/g,0.48,ng/g
8787,NLA12_UT-409,1,Y,WMTNS,XER,11.81867316,10389176,1291.04,Region_8,NATURAL,UT,1.203917328,,T,T,T,39.68,ug/L,1.1,40.71138,-111.9469,18,APHA Pt-Co,238.064,mg/L,1.648,mg/L,237,ug/L,Poor,35.6,Poor,43.88,0.015,1.014285714,0.587098917,0.252686775,0.73637081,0.122359785,0.36,0.12504,ppb,0,ppb,64.14,ng/g,0.43,ng/g
8766,NLA12_UT-412,1,Y,WMTNS,WMT,18.09977611,10038640,2528.06,Region_8,MAN_MADE,UT,1.203917328,,T,T,T,9.28,ug/L,5.7,40.86499,-109.81242,22,APHA Pt-Co,0.858,mg/L,0.299,mg/L,54,ug/L,Poor,24.8,Good,66.33,0.2625,0,1.285713561,0.53646384,0.934640523,0.308766118,0,0.06942,ppb,0,ppb,117.09,ng/g,1,ng/g
8776,NLA12_UT-424,1,Y,WMTNS,WMT,60.68523709,11977341,3036.85,Region_8,MAN_MADE,UT,1.293761905,,T,T,T,5.702857143,ug/L,1.4,40.66976,-109.91911,15,APHA Pt-Co,0.363,mg/L,0.534,mg/L,43,ug/L,Poor,35.2,Poor,44.07,0.005,142.1,0.283068627,0.395800485,0.929577465,0.470758259,2.12,0,ppb,0,ppb,131.47,ng/g,2,ng/g
7054,NLA12_VA-101,1,Y,EHIGH,SAP,28.83811387,8606221,65.73,Region_3,MAN_MADE,VA,47.31527597,,S,S,S,64.672,ug/L,1.7,37.29605,-77.88547,15,APHA Pt-Co,4.929,mg/L,0.875,mg/L,146,ug/L,Good,68.1,Poor,49.5,1.1125,0,2.022961479,1.05593931,0.502710027,0.558210635,0,0.09545,ppb,0,ppb,82.09,ng/g,0.53,ng/g
7635,NLA12_VA-101,2,N,EHIGH,SAP,28.83811387,8606221,65.73,Region_3,MAN_MADE,VA,47.31527597,,S,S,T,81.28,ug/L,2.3,37.29613,-77.88539,25,APHA Pt-Co,4.958,mg/L,0.691,mg/L,159,ug/L,Good,62.1,Poor,54.35,0.7675,0,1.743467875,1.264395481,0.361904762,1.197449534,0,0.07487,ppb,0,ppb,NA,NA,NA,NA
7537,NLA12_VA-102,1,Y,EHIGH,SAP,34.2910015,8718197,61.6,Region_3,MAN_MADE,VA,47.31527597,,S,S,S,64,ug/L,5.2,37.11895,-77.62902,34,APHA Pt-Co,3.289,mg/L,1.084,mg/L,70,ug/L,Poor,33.1,NA,NA,0.5325,0,1.952950092,1.14004883,0.083333333,0.823346907,0,0.06167,ppb,0.07,ppb,177.26,ng/g,1.8,ng/g
7260,NLA12_VA-103,1,Y,EHIGH,SAP,10.11166745,4507892,97.61,Region_3,MAN_MADE,VA,71.63758358,,T,T,T,9.248,ug/L,7.5,38.96505,-77.33373,15,APHA Pt-Co,41.003,mg/L,0.368,mg/L,24,ug/L,Poor,36.3,Fair,61.95,0,0,0.165431254,0.348420262,0.887920299,0.56931534,0,0.10775,ppb,0,ppb,149,ng/g,0.65,ng/g
7410,NLA12_VA-104,1,Y,EHIGH,SAP,29.68265713,14638645,469.85,Region_3,MAN_MADE,VA,47.31527597,,T,T,T,7.376,ug/L,5.4,36.94422,-82.20393,10,APHA Pt-Co,5.372,mg/L,0.179,mg/L,19,ug/L,Good,51.5,Fair,66.2,0.175,0,1.181271967,1.059647059,0.266666667,0.911513374,0,0.79813,ppb,0,ppb,56.05,ng/g,1,ng/g
7095,NLA12_VA-105,1,Y,EHIGH,SAP,15.44877236,8488912,70.84,Region_3,MAN_MADE,VA,71.63758358,,S,S,S,11.504,ug/L,3.2,38.21805,-77.66714,48,APHA Pt-Co,2.173,mg/L,0.538,mg/L,80,ug/L,Poor,31.4,Poor,31.58,0.294444444,0,1.328373061,0.771352829,0.164251208,0.531393579,0,0.08349,ppb,0,ppb,35.11,ng/g,0.1,ng/g
7586,NLA12_VA-106,1,Y,PLNLOW,CPL,18.43287407,10062717,2.67,Region_3,MAN_MADE,VA,141.638501,,S,S,S,49.12,ug/L,2.3,37.2968,-76.82047,48,APHA Pt-Co,3.227,mg/L,0.731,mg/L,64,ug/L,Good,56.6,Fair,53.3,1.06,0,1.209723417,1.156268208,0,1.253651364,0,0.05739,ppb,0,ppb,88.44,ng/g,1.4,ng/g
6553,NLA12_VA-108,1,Y,EHIGH,SAP,34.27812829,8609463,133.82,Region_3,MAN_MADE,VA,47.31527597,R,S,S,S,11.456,ug/L,3.5,37.21421,-78.61779,13,APHA Pt-Co,3.349,mg/L,0.271,mg/L,61,ug/L,Fair,44.1,Poor,55.47,0.6125,0,1.666263246,1.242530294,0.105555556,0.988087789,0,0.07471,ppb,0,ppb,62.5,ng/g,0.22,ng/g
6424,NLA12_VA-109,1,Y,EHIGH,SAP,2.533847868,8622939,332,Region_3,MAN_MADE,VA,581.6,,S,S,S,7.656,ug/L,1.3,37.35261,-79.92708,7,APHA Pt-Co,14.754,mg/L,0.53,mg/L,63,ug/L,Poor,5.5,Poor,53.35,0.5875,0,1.30378866,1.143511671,0.773417722,0.806039951,0,0.07017,ppb,0,ppb,46.03,ng/g,0.25,ng/g
7196,NLA12_VA-109,2,N,EHIGH,SAP,2.533847868,8622939,332,Region_3,MAN_MADE,VA,581.6,,S,S,S,7.488,ug/L,1.8,37.35238,-79.92758,18,APHA Pt-Co,13.231,mg/L,0.596,mg/L,57,ug/L,Poor,18.7,Poor,57.33,0.6225,0,1.263296695,0.882123697,0.84279476,0.361535899,0,0,ppb,0,ppb,NA,NA,NA,NA
7259,NLA12_VA-110,1,Y,EHIGH,SAP,39.68937543,4528811,57.95,Region_3,MAN_MADE,VA,14.87174094,,T,T,T,6.848,ug/L,12,38.61338,-77.3465,12,APHA Pt-Co,12.663,mg/L,0.379,mg/L,19,ug/L,Poor,38,Fair,69.37,0.185,0,1.014576129,0.653247953,0.590277778,0.576669814,0,0.15969,ppb,0,ppb,83.61,ng/g,1.2,ng/g
7053,NLA12_VA-111,1,Y,PLNLOW,CPL,5.740434759,11582690,39.32,Region_3,MAN_MADE,VA,59.84003387,,S,S,S,66.56,ug/L,3.8,37.20293,-77.353229,55,APHA Pt-Co,4.95,mg/L,0.561,mg/L,114,ug/L,Fair,49.2,Fair,56.02,0.23,0,0.807412482,0.702299997,0.506097561,0.520602501,0,0.08857,ppb,0.13,ppb,11.11,ng/g,0.11,ng/g
7777,NLA12_VA-112,1,Y,PLNLOW,CPL,4.02019284,10053026,7.18,Region_3,MAN_MADE,VA,181.929181,,S,S,S,6.417,ug/L,1.9,36.70407,-76.61361,25,APHA Pt-Co,17.964,mg/L,0.356,mg/L,24,ug/L,Fair,49.7,Fair,51.42,0.62,0,0.678196171,0.533726304,0.866666667,0.343509815,0,0.05887,ppb,0.08,ppb,90.6,ng/g,0.3,ng/g
6587,NLA12_VA-114,1,Y,EHIGH,SAP,1.104430042,8567391,115.74,Region_3,MAN_MADE,VA,581.6,,S,S,S,25.4,ug/L,3.9,37.975146,-78.428054,23,APHA Pt-Co,4.992,mg/L,0.371,mg/L,35,ug/L,Good,50.7,Good,75.58,0.255,0,1.052283884,0.709995459,0.260377359,0.512736054,0,0.29177,ppb,0,ppb,93.41,ng/g,0.43,ng/g
6438,NLA12_VA-116,1,Y,EHIGH,SAP,1.962824918,8629535,336.17,Region_3,MAN_MADE,VA,581.6,R,S,S,S,19,ug/L,4.5,36.93984,-79.9296,18,APHA Pt-Co,2.007,mg/L,0.184,mg/L,37,ug/L,Fair,42.2,Poor,57.27,0.1875,0,1.256007524,1.335353735,0.305172414,1.205941365,0,0.10798,ppb,0,ppb,78.28,ng/g,1.5,ng/g
7237,NLA12_VA-118,1,Y,EHIGH,SAP,2.041132937,22338369,78.15,Region_3,MAN_MADE,VA,581.6,,T,T,T,93.6,ug/L,1.6,38.66371,-77.66837,22,APHA Pt-Co,6.947,mg/L,3.081,mg/L,426,ug/L,Poor,4.1,Poor,39.9,0,0,0.723869482,0.619556139,0.555072464,0.684264181,0,0,ppb,1.28,ppb,55,ng/g,0.68,ng/g
7564,NLA12_VA-119,1,Y,PLNLOW,CPL,44.46178251,9895504,0.29,Region_3,MAN_MADE,VA,14.87174094,,S,S,S,70,ug/L,2.5,37.29807,-76.617503,22,APHA Pt-Co,20.395,mg/L,1.555,mg/L,124,ug/L,Poor,38.8,Good,62.7,0,0,0.796538955,0.762051424,0.192857143,0.923589358,0,18.34835,ppb,0,ppb,38.96,ng/g,0.75,ng/g
7094,NLA12_VA-121,1,Y,PLNLOW,CPL,14.76008082,8490688,20.17,Region_3,MAN_MADE,VA,24.05958809,,S,S,S,45.6,ug/L,4.5,37.74694,-76.93227,30,APHA Pt-Co,4.49,mg/L,0.803,mg/L,96,ug/L,Good,62.3,Poor,38.32,0.045,0,0.734474776,0.810170683,0.115217391,0.89470359,0,0.22238,ppb,0,ppb,115.38,ng/g,1.9,ng/g
7778,NLA12_VA-123,1,Y,PLNLOW,CPL,4.154942314,11583620,0.75,Region_3,MAN_MADE,VA,59.84003387,,T,T,T,111.6,ug/L,1.4,36.91923,-76.15064,38,APHA Pt-Co,159.784,mg/L,2.005,mg/L,112,ug/L,Poor,10.9,Poor,42.47,0,0,0.291524903,0.221315093,0.807692308,0.145667843,0,0.19864,ppb,0.1,ppb,259.14,ng/g,2.1,ng/g
6568,NLA12_VA-125,1,Y,EHIGH,SAP,50.48571575,8674029,769.75,Region_3,MAN_MADE,VA,11.98298551,,R,R,R,5.808,ug/L,35,36.67841,-80.3974,12,APHA Pt-Co,3.834,mg/L,0.49,mg/L,27,ug/L,Good,68.5,Fair,69.25,0,0,0.806342695,1.334311963,0.115217391,1.432908214,0,0.06547,ppb,0,ppb,132.78,ng/g,0.64,ng/g
7455,NLA12_VA-126,1,Y,EHIGH,SAP,3.751079578,8440741,478.99,Region_3,MAN_MADE,VA,581.6,,S,S,S,16.32,ug/L,4.1,38.55814,-78.97012,30,APHA Pt-Co,2.772,mg/L,0.55,mg/L,40,ug/L,Poor,23.2,Fair,65.25,0.31,0,0.865043813,0.835466692,0.165384615,0.467664198,0,0.09019,ppb,0,ppb,76.92,ng/g,0.42,ng/g
7963,NLA12_VA-127,1,Y,PLNLOW,CPL,35.26673368,8718163,45.37,Region_3,MAN_MADE,VA,28.73571413,,S,S,S,35.4,ug/L,2.2,37.15327,-77.51831,17,APHA Pt-Co,4.432,mg/L,0.815,mg/L,81,ug/L,Good,59.9,Good,68.2,0.785,0,1.651999856,1.314900946,0.477777778,0.790799283,0,0.11343,ppb,0,ppb,89.04,ng/g,0.39,ng/g
7964,NLA12_VA-130,1,Y,EHIGH,SAP,12.71176678,8508230,113.14,Region_3,MAN_MADE,VA,24.05958809,,S,S,S,36.6,ug/L,4.1,37.99643,-78.17706,23,APHA Pt-Co,16.761,mg/L,0.448,mg/L,61,ug/L,Good,57.2,Poor,54.67,0.8775,0,2.5530017,1.595158834,0.227419355,1.033638808,0,0.09583,ppb,0.3,ppb,103.33,ng/g,0.55,ng/g
1000013,NLA12_VT-101,1,Y,EHIGH,NAP,82.15968773,4593491,312.89,Region_1,NATURAL,VT,81.24782053,,S,S,S,0.952,ug/L,NA,44.4472,-71.8139,32,APHA Pt-Co,4.785,mg/L,0.261,mg/L,18,ug/L,Good,61.6,Good,78.78,0.8875,0,1.334485054,0.7260505,0.677586207,0.523951326,0,0,ppb,0,ppb,408.16,ng/g,3.4,ng/g
1000110,NLA12_VT-101,2,N,EHIGH,NAP,82.15968773,4593491,312.89,Region_1,NATURAL,VT,81.24782053,,S,S,S,0.731,ug/L,16.5,44.44903,-71.81514,28,APHA Pt-Co,5.042,mg/L,0.276,mg/L,14,ug/L,Good,67.6,Good,79.83,0.4325,0,0.771687932,0.623443545,0.648484849,0.624224926,0,0.06541,ppb,0,ppb,NA,NA,NA,NA
1000020,NLA12_VT-102,1,Y,EHIGH,NAP,83.35219021,4599649,396.91,Region_1,NATURAL,VT,81.24782053,,S,S,S,3.76,ug/L,12.1,44.71843,-72.23518,27,APHA Pt-Co,1.056,mg/L,0.25,mg/L,14,ug/L,Good,59.3,Good,74.62,0.315,0,0.409351484,0.42596846,0.716666667,0.471812601,0,0.05181,ppb,0.09,ppb,74.77,ng/g,1.7,ng/g
7520,NLA12_VT-103,1,Y,EHIGH,NAP,107359.9005,15447630,28.85,Region_1,NATURAL,VT,22.5834189,,S,S,S,3.394285714,ug/L,47,44.12642,-73.412,20,APHA Pt-Co,12.571,mg/L,0.343,mg/L,20,ug/L,NA,NA,Poor,49.1,NA,NA,NA,NA,NA,NA,NA,0.0675,ppb,0,ppb,83.85,ng/g,0.38,ng/g
1000071,NLA12_VT-104,1,Y,EHIGH,NAP,41.12620274,22221219,384.73,Region_1,MAN_MADE,VT,82.51229997,R,R,R,R,3.168,ug/L,18,43.89182,-73.05322,10,APHA Pt-Co,0.548,mg/L,0.296,mg/L,9,ug/L,Good,64,Good,76.83,0.065,0,1.189203245,0.948162411,0.215384615,0.769369764,0,0,ppb,0,ppb,234.38,ng/g,3.1,ng/g
1000032,NLA12_VT-106,1,Y,EHIGH,NAP,9.495781733,4592585,350.12,Region_1,NATURAL,VT,16.5353981,R,R,R,R,5.28,ug/L,4.1,44.77782,-71.79939,45,APHA Pt-Co,0.171,mg/L,0.315,mg/L,20,ug/L,Good,50.8,Poor,56.32,0.765,0,0.775141553,1.11324498,0.045454546,1.304681127,0,0,ppb,0,ppb,233.77,ng/g,3.2,ng/g
1000054,NLA12_VT-109,1,Y,EHIGH,NAP,10.89805771,10294152,516.79,Region_1,NATURAL,VT,19.45340953,R,R,R,R,7.76,ug/L,1.9,42.74702,-72.83404,40,APHA Pt-Co,1.319,mg/L,0.429,mg/L,19,ug/L,Good,54,Poor,57.33,1.0325,0,1.254925806,0.894135608,0.115217391,0.799355688,0,0,ppb,0,ppb,230.22,ng/g,6.4,ng/g
1000167,NLA12_VT-110,1,Y,EHIGH,NAP,7.163740773,4586002,319.97,Region_1,NATURAL,VT,16.5353981,R,R,R,R,9.2475,ug/L,14.6,44.74657,-72.59986,20,APHA Pt-Co,0.141,mg/L,0.231,mg/L,9,ug/L,Good,50.6,Good,71.78,0.28,0,1.415363561,1.077983061,0.266666667,0.830418356,0,0,ppb,0,ppb,265.9,ng/g,2.2,ng/g
6953,NLA12_VT-112,1,Y,EHIGH,NAP,10.86068556,4577062,191.17,Region_1,NATURAL,VT,19.45340953,,S,S,S,17.76,ug/L,4.3,44.4169,-72.94686,22,APHA Pt-Co,0.224,mg/L,0.536,mg/L,19,ug/L,Good,55.3,Fair,61.63,0.585,0,0.498351397,1.108701788,0.095454546,1.456603485,0,0.18606,ppb,0,ppb,184.05,ng/g,2,ng/g
8199,NLA12_VT-112,2,N,EHIGH,NAP,10.86068556,4577062,191.17,Region_1,NATURAL,VT,19.45340953,,S,S,R,2.432,ug/L,4.1,44.41673,-72.94684,13,APHA Pt-Co,0.257,mg/L,0.431,mg/L,16,ug/L,Fair,45,Poor,38.68,0.48,0,0.633010132,0.86182054,0,0.989669132,0,1.17813,ppb,0,ppb,NA,NA,NA,NA
1000097,NLA12_VT-114,1,Y,EHIGH,NAP,177.5576428,4599085,529.93,Region_1,NATURAL,VT,22.37142096,R,R,R,R,1.851428571,ug/L,31,44.95187,-71.71525,15,APHA Pt-Co,0.189,mg/L,0.136,mg/L,10,ug/L,Good,83.5,Good,74.58,0.2325,0,1.247351064,0.884749696,0.2875,0.825782573,0,0,ppb,0,ppb,229.79,ng/g,3.1,ng/g
1000141,NLA12_VT-115,1,Y,EHIGH,NAP,6.356745175,4571893,467.79,Region_1,NATURAL,VT,16.5353981,R,S,S,S,0.328,ug/L,9.3,44.42841,-72.22984,42,APHA Pt-Co,1.237,mg/L,0.429,mg/L,31,ug/L,Fair,39.3,Poor,56.33,1.175,0,0.927951747,1.168066502,0.083333333,1.293838536,0,0,ppb,0,ppb,267.28,ng/g,7,ng/g
7179,NLA12_WA-101,1,Y,WMTNS,WMT,17.62294147,23868618,6.52,Region_10,NATURAL,WA,92.29875177,R,R,R,R,7.912,ug/L,1.4,46.42244,-124.03551,150,APHA Pt-Co,16.375,mg/L,0.344,mg/L,21,ug/L,Good,55.5,Fair,60.95,0.2725,0,0.607739759,0.719692417,0.023809524,0.756806817,0,0,ppb,0.06,ppb,203.82,ng/g,6,ng/g
8157,NLA12_WA-101,2,N,WMTNS,WMT,17.62294147,23868618,6.52,Region_10,NATURAL,WA,92.29875177,,R,R,S,10.72,ug/L,1.3,46.42243,-124.03549,92,APHA Pt-Co,18.355,mg/L,0.435,mg/L,31,ug/L,Good,71.6,Good,68.1,0.3825,0,0.225823356,0.859479872,0,1.068942953,0,0.09559,ppb,0.07,ppb,NA,NA,NA,NA
7685,NLA12_WA-102,1,Y,WMTNS,WMT,15.16452384,24136857,732.43,Region_10,NATURAL,WA,92.29875177,R,S,S,S,5.12,ug/L,1.5,47.31065,-121.3009,48,APHA Pt-Co,0.324,mg/L,1.573,mg/L,180,ug/L,Good,62.8,Fair,57.13,0.6725,0,1.180835441,0.697705124,0.023809524,0.536206798,0,0,ppb,0,ppb,76.14,ng/g,4.9,ng/g
8238,NLA12_WA-103,1,Y,WMTNS,WMT,441.4865513,23994287,72.65,Region_10,NATURAL,WA,6.627173234,,T,T,T,1.770666667,ug/L,28.7,47.13601,-122.54604,12,APHA Pt-Co,3.851,mg/L,0.286,mg/L,9,ug/L,Fair,42.9,Fair,63.98,0.4675,0,0.556951936,0.550841346,0.70915493,0.548731966,0,0.08186,ppb,0,ppb,159.09,ng/g,0.75,ng/g
8496,NLA12_WA-104,1,Y,WMTNS,XER,2575.598798,24411181,320.11,Region_10,NATURAL,WA,6.627173234,,T,T,T,25.76,ug/L,8.2,47.11947,-119.33962,8,APHA Pt-Co,4.03,mg/L,0.624,mg/L,99,ug/L,Fair,51.9,Fair,59.93,0.14,0,1.136250312,0.604008952,0.710465116,0.474266158,0,1.92038,ppb,0,ppb,17.37,ng/g,0.08,ng/g
1000087,NLA12_WA-106,1,Y,WMTNS,WMT,84.03295981,24252344,238.87,Region_10,MAN_MADE,WA,22.51026318,,S,S,S,36.64,ug/L,4.65,46.49863,-122.40508,25,APHA Pt-Co,1.318,mg/L,0.968,mg/L,53,ug/L,Poor,33.5,Fair,62.17,0.6325,0,1.89654591,1.438679113,0.372727273,1.373079904,0,0.07556,ppb,0,ppb,109.32,ng/g,0.41,ng/g
1000107,NLA12_WA-107,1,Y,WMTNS,WMT,101.3084781,23740719,55.6,Region_10,MAN_MADE,WA,24.78649861,,S,S,S,42.88,ug/L,18.6,45.62006,-122.43208,25,APHA Pt-Co,3.167,mg/L,1.074,mg/L,74,ug/L,Fair,46.1,Good,64.48,0.34,0,2.721398219,1.385922808,0.15,1.049590579,0,0.06188,ppb,0,ppb,78.43,ng/g,0.57,ng/g
7258,NLA12_WA-108,1,Y,WMTNS,WMT,120.369071,23029432,682.11,Region_10,NATURAL,WA,24.78649861,,S,S,S,3.701333333,ug/L,19.3,48.14743,-117.33475,20,APHA Pt-Co,4.936,mg/L,0.259,mg/L,38,ug/L,Good,61.4,Fair,57.55,0.3,0,1.448265414,1.010440627,0.807142857,0.920846835,0,0,ppb,0,ppb,112.9,ng/g,0.92,ng/g
7915,NLA12_WA-109,1,Y,WMTNS,WMT,10.31471722,24536618,104.79,Region_10,MAN_MADE,WA,92.29875177,,S,S,S,3.674666667,ug/L,28.5,48.70852,-122.32779,18,APHA Pt-Co,4.427,mg/L,0.256,mg/L,15,ug/L,Good,60.3,Fair,62.2,0.55,0,1.258467713,1.628893149,0.54248366,1.90003479,0,0,ppb,0,ppb,180.09,ng/g,2.1,ng/g
