UID,SITE_ID,VISIT_NO,DATE_COL,AGGR_ECO3_2015,AGGR_ECO9_2015,STATE,ECO_BIO,LAB,d18O_H2O,dD_H2O,E_I,RT,PUBLICATION_DATE
2008272,NLA06608-1356,1,8/13/2007,EHIGH,SAP,OK,EHIGH,ISIRF,-2.24,-13.27,0.169,0.22,8/13/2018
2008273,NLA06608-1358,1,8/28/2007,PLNLOW,UMW,MI,UMW,ISIRF,-8.36,-65.88,0.097,0.23,8/13/2018
2008274,NLA06608-1358,2,9/18/2007,PLNLOW,UMW,MI,UMW,ISIRF,-8.21,-65.11,0.105,0.25,8/13/2018
2008275,NLA06608-1359,1,7/31/2007,PLNLOW,TPL,OH,PLAINS,ISIRF,-4.73,-34.97,0.126,0.3,8/13/2018
2008276,NLA06608-1360,1,8/19/2007,PLNLOW,SPL,NE,PLAINS,ISIRF,-4.66,-38.42,0.271,1.52,8/13/2018
2008277,NLA06608-1364,1,6/20/2007,EHIGH,SAP,TN,EHIGH,ISIRF,-2.76,-17.5,0.134,0.14,8/13/2018
2008278,NLA06608-1365,1,8/21/2007,EHIGH,NAP,NY,EHIGH,ISIRF,-9.09,-64.2,0.03,0.11,8/13/2018
2008279,NLA06608-1367,1,8/14/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-2.76,-29.59,0.616,0.34,8/13/2018
2008280,NLA06608-1368,1,9/18/2007,PLNLOW,SPL,TX,PLAINS,ISIRF,-2.15,-13.36,0.188,0.33,8/13/2018
2008281,NLA06608-1369,1,6/21/2007,EHIGH,SAP,NC,EHIGH,ISIRF,-3.76,-23.62,0.076,0.14,8/13/2018
2008282,NLA06608-1370,1,8/31/2007,PLNLOW,UMW,MI,UMW,ISIRF,-6.47,-49.94,0.107,0.41,8/13/2018
2008283,NLA06608-1372,1,9/17/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,-4.32,-30.35,0.112,0.34,8/13/2018
2008284,NLA06608-1375,1,9/4/2007,PLNLOW,TPL,OH,PLAINS,ISIRF,-2.57,-23.48,0.273,0.73,8/13/2018
2008285,NLA06608-1376,1,9/26/2007,EHIGH,SAP,MO,EHIGH,ISIRF,-4.21,-29.79,0.134,0.35,8/13/2018
2008286,NLA06608-1377,1,7/22/2007,WMTNS,WMT,MT,WMTNS,ISIRF,-15.86,-126.33,0.101,1.33,8/13/2018
2008287,NLA06608-1380,1,7/18/2007,PLNLOW,SPL,NM,PLAINS,ISIRF,-7.44,-63.14,0.11,0.45,8/13/2018
2008288,NLA06608-1383,1,8/22/2007,PLNLOW,UMW,MN,UMW,ISIRF,-2.22,-27.25,0.582,2.37,8/13/2018
2008290,NLA06608-1387,1,7/20/2007,PLNLOW,UMW,MI,UMW,ISIRF,-2.37,-29.09,0.629,0.96,8/13/2018
2008291,NLA06608-1389,1,8/7/2007,PLNLOW,CPL,MD,CPL,ISIRF,-5.51,-33.01,0.05,0.03,8/13/2018
2008292,NLA06608-1389,2,8/29/2007,PLNLOW,CPL,MD,CPL,ISIRF,-5.54,-30.87,0.061,0.04,8/13/2018
2008293,NLA06608-1390,1,7/19/2007,PLNLOW,UMW,MN,UMW,ISIRF,-3.61,-37.31,0.481,3.87,8/13/2018
2008294,NLA06608-1391,1,9/5/2007,EHIGH,NAP,OH,EHIGH,ISIRF,-4.75,-39.76,0.134,0.31,8/13/2018
2008295,NLA06608-1396,1,6/21/2007,EHIGH,SAP,TN,EHIGH,ISIRF,-4.37,-25.22,0.004,0.02,8/13/2018
2008296,NLA06608-1397,1,7/10/2007,WMTNS,WMT,CA,WMTNS,ISIRF,2.74,2.83,0.452,0.91,8/13/2018
2008297,NLA06608-1398,1,8/17/2007,PLNLOW,UMW,MI,UMW,ISIRF,-3.2,-43.03,0.462,0.33,8/13/2018
2008298,NLA06608-1401,1,7/11/2007,EHIGH,SAP,PA,EHIGH,ISIRF,-6.09,-42.71,0.127,0.27,8/13/2018
2008300,NLA06608-1403,1,7/2/2007,PLNLOW,SPL,CO,PLAINS,ISIRF,-10.38,-89.42,0.308,2.23,8/13/2018
2008302,NLA06608-1413,1,7/11/2007,PLNLOW,CPL,FL,CPL,ISIRF,3.51,21.26,0.481,0.66,8/13/2018
2008303,NLA06608-1414,1,8/28/2007,EHIGH,NAP,CT,EHIGH,ISIRF,-4.09,-34.42,0.24,0.31,8/13/2018
2008304,NLA06608-1417,1,7/31/2007,WMTNS,XER,CA,WMTNS,ISIRF,-6.22,-54.05,0.124,1.45,8/13/2018
2008305,NLA06608-1420,1,9/18/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,-0.97,-9.15,0.396,0.41,8/13/2018
2008306,NLA06608-1421,1,7/17/2007,PLNLOW,CPL,DE,CPL,ISIRF,-3.3,-25.31,0.2,0.13,8/13/2018
2008307,NLA06608-1425,1,8/7/2007,WMTNS,WMT,WA,WMTNS,ISIRF,-5.82,-50.05,0.148,0.69,8/13/2018
2008308,NLA06608-1426,1,7/23/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-0.68,-13.44,0.489,0.38,8/13/2018
2008309,NLA06608-1432,1,6/19/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,-3.92,-22.06,0.018,0.03,8/13/2018
2008310,NLA06608-1434,1,8/1/2007,PLNLOW,UMW,MI,UMW,ISIRF,-6.73,-59.32,0.183,0.59,8/13/2018
2008311,NLA06608-1435,1,8/1/2007,PLNLOW,TPL,IL,PLAINS,ISIRF,-0.93,-19.12,0.359,0.45,8/13/2018
2008312,NLA06608-1436,1,6/21/2007,PLNLOW,SPL,TX,PLAINS,ISIRF,0.91,1.26,0.476,1.64,8/13/2018
2008313,NLA06608-1439,1,7/17/2007,WMTNS,XER,UT,WMTNS,ISIRF,-13.61,-106.8,0.129,1.57,8/13/2018
2008314,NLA06608-1445,1,7/18/2007,WMTNS,XER,OR,WMTNS,ISIRF,-3.3,-60.77,0.493,0.33,8/13/2018
2008315,NLA06608-1446,1,8/29/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-7.08,-66.36,0.403,1.32,8/13/2018
2008316,NLA06608-1447,1,7/18/2007,PLNLOW,UMW,MN,UMW,ISIRF,-2.52,-31.5,0.447,1.62,8/13/2018
2008317,NLA06608-1450,1,7/24/2007,PLNLOW,UMW,MI,UMW,ISIRF,-7.18,-52.76,0.099,1.02,8/13/2018
2008319,NLA06608-1454,1,7/25/2007,PLNLOW,UMW,MN,UMW,ISIRF,-2.15,-26.86,0.726,1.98,8/13/2018
2008320,NLA06608-1455,1,8/13/2007,WMTNS,WMT,CO,WMTNS,ISIRF,-9.48,-78.66,0.25,0.68,8/13/2018
2008321,NLA06608-1460,1,7/26/2007,PLNLOW,TPL,IA,PLAINS,ISIRF,-1.35,-13.98,0.648,3.43,8/13/2018
2008322,NLA06608-1461,1,9/26/2007,WMTNS,XER,CA,WMTNS,ISIRF,-13.16,-105.85,0.174,1.22,8/13/2018
2008323,NLA06608-1462,1,8/20/2007,PLNLOW,NPL,MT,PLAINS,ISIRF,-2.21,-44.51,0.893,0.39,8/13/2018
2008325,NLA06608-1465,1,8/21/2007,EHIGH,SAP,PA,EHIGH,ISIRF,-6.73,-44.74,0.021,0.21,8/13/2018
2008327,NLA06608-1469,1,7/10/2007,PLNLOW,CPL,GA,CPL,ISIRF,0.08,-4.08,0.288,0.16,8/13/2018
2008328,NLA06608-1473,1,7/22/2007,WMTNS,WMT,ID,WMTNS,ISIRF,-12.63,-98.91,0.066,1.51,8/13/2018
2008329,NLA06608-1476,1,6/14/2007,PLNLOW,SPL,CO,PLAINS,ISIRF,-9.47,-83.91,0.292,0.23,8/13/2018
2008330,NLA06608-1481,1,8/14/2007,WMTNS,WMT,CA,WMTNS,ISIRF,-9.48,-79.97,0.232,3.71,8/13/2018
2008331,NLA06608-1482,1,7/24/2007,PLNLOW,CPL,GA,CPL,ISIRF,3.37,10.44,0.596,0.27,8/13/2018
2008332,NLA06608-1483,1,7/25/2007,WMTNS,WMT,CO,WMTNS,ISIRF,-16.32,-122.96,0.02,0.46,8/13/2018
2008333,NLA06608-1484,1,8/26/2007,EHIGH,SAP,AR,EHIGH,ISIRF,-4.02,-23.84,0.034,0.18,8/13/2018
2008334,NLA06608-1487,1,8/20/2007,PLNLOW,TPL,MI,PLAINS,ISIRF,-5.96,-46.51,0.099,0.49,8/13/2018
2008335,NLA06608-1488,1,7/31/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,0.83,-4.6,0.534,0.24,8/13/2018
2008336,NLA06608-1489,1,8/29/2007,WMTNS,WMT,WA,WMTNS,ISIRF,-2.94,-38.43,0.43,0.66,8/13/2018
2008337,NLA06608-1492,1,6/28/2007,PLNLOW,TPL,IN,PLAINS,ISIRF,-4.59,-30.65,0.09,0.21,8/13/2018
2008338,NLA06608-1496,1,9/6/2007,PLNLOW,SPL,TX,PLAINS,ISIRF,-2.52,-15.1,0.159,0.08,8/13/2018
2008340,NLA06608-1499,1,8/8/2007,PLNLOW,UMW,IN,UMW,ISIRF,-2.56,-27.4,0.227,2.17,8/13/2018
2008341,NLA06608-1504,1,8/27/2007,EHIGH,SAP,MO,EHIGH,ISIRF,-2.87,-20.56,0.202,0.21,8/13/2018
2008343,NLA06608-1508,1,8/20/2007,PLNLOW,SPL,NM,PLAINS,ISIRF,1.21,-12.25,0.677,0.55,8/13/2018
2008344,NLA06608-1510,1,8/17/2007,PLNLOW,NPL,MT,PLAINS,ISIRF,-8.28,-82.21,0.196,0.17,8/13/2018
2008345,NLA06608-1511,1,6/12/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-4.4,-45.2,0.363,1.22,8/13/2018
2008347,NLA06608-1515,1,8/29/2007,PLNLOW,UMW,MI,UMW,ISIRF,-5.08,-42.56,0.276,0.31,8/13/2018
2008348,NLA06608-1517,1,8/1/2007,EHIGH,SAP,VA,EHIGH,ISIRF,-4.95,-33.98,0.111,0.31,8/13/2018
2008349,NLA06608-1521,1,8/14/2007,WMTNS,XER,ID,WMTNS,ISIRF,-12.02,-102.96,0.123,0.18,8/13/2018
2008350,NLA06608-1524,1,6/12/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,-0.71,-4.99,0.334,0.6,8/13/2018
2008351,NLA06608-1527,1,8/8/2007,PLNLOW,TPL,IA,PLAINS,ISIRF,-2.34,-25.12,0.47,0.45,8/13/2018
2008352,NLA06608-1529,1,6/19/2007,WMTNS,XER,NV,WMTNS,ISIRF,-10.37,-94.97,0.108,0.56,8/13/2018
2008353,NLA06608-1532,1,7/24/2007,PLNLOW,TPL,IL,PLAINS,ISIRF,-5.14,-33.09,0.048,0.18,8/13/2018
2008354,NLA06608-1537,1,7/15/2007,WMTNS,WMT,ID,WMTNS,ISIRF,-13.41,-104.91,0.02,0.15,8/13/2018
2008355,NLA06608-1538,1,7/26/2007,EHIGH,SAP,MD,EHIGH,ISIRF,-4.95,-39.23,0.161,0.95,8/13/2018
2008356,NLA06608-1544,1,7/25/2007,PLNLOW,TPL,IA,PLAINS,ISIRF,-0.6,-14.46,0.665,1.16,8/13/2018
2008357,NLA06608-1556,1,8/14/2007,PLNLOW,TPL,IN,PLAINS,ISIRF,-3.6,-27.45,0.102,0.3,8/13/2018
2008358,NLA06608-1558,1,9/12/2007,EHIGH,NAP,ME,EHIGH,ISIRF,-5.23,-44.1,0.299,0.52,8/13/2018
2008360,NLA06608-1560,1,8/21/2007,PLNLOW,CPL,TX,CPL,ISIRF,-1.06,-7.45,0.28,0.88,8/13/2018
2008361,NLA06608-1561,1,6/19/2007,EHIGH,SAP,WV,EHIGH,ISIRF,-6.39,-43.34,0.102,0.23,8/13/2018
2008362,NLA06608-1562,1,6/11/2007,WMTNS,XER,WY,WMTNS,ISIRF,-14.56,-118.06,0.237,2.04,8/13/2018
2008363,NLA06608-1564,1,6/26/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,-3.64,-18.32,0.265,0.22,8/13/2018
2008364,NLA06608-1568,1,7/10/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,-4.29,-26.93,0.058,0.07,8/13/2018
2008365,NLA06608-1569,1,8/14/2007,PLNLOW,CPL,FL,CPL,ISIRF,1.62,10.43,0.341,0.48,8/13/2018
2008366,NLA06608-1572,1,8/20/2007,PLNLOW,TPL,KY,PLAINS,ISIRF,-0.19,-9.15,0.315,0.33,8/13/2018
2008367,NLA06608-1575,1,7/24/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-2.14,-26.64,0.81,2.73,8/13/2018
2008368,NLA06608-1576,1,9/9/2007,PLNLOW,TPL,MO,PLAINS,ISIRF,-1.26,-12.95,0.448,0.64,8/13/2018
2008369,NLA06608-1577,1,7/19/2007,WMTNS,WMT,AZ,WMTNS,ISIRF,-3.45,-42.29,0.335,2.18,8/13/2018
2008370,NLA06608-1578,1,8/21/2007,PLNLOW,NPL,MT,PLAINS,ISIRF,-6.53,-68.08,0.414,0.45,8/13/2018
2008371,NLA06608-1579,1,7/24/2007,PLNLOW,UMW,IN,UMW,ISIRF,-5.27,-41.32,0.276,2.91,8/13/2018
2008373,NLA06608-1586,1,7/10/2007,EHIGH,NAP,RI,EHIGH,ISIRF,-4.32,-32.21,0.199,0.26,8/13/2018
2008374,NLA06608-1593,1,8/8/2007,WMTNS,WMT,AZ,WMTNS,ISIRF,-1.59,-30.91,0.211,0.45,8/13/2018
2008375,NLA06608-1595,1,6/28/2007,PLNLOW,SPL,CO,PLAINS,ISIRF,-10.05,-87.51,0.32,1.49,8/13/2018
2008376,NLA06608-1596,1,8/20/2007,PLNLOW,SPL,NE,PLAINS,ISIRF,-0.26,-20.71,0.713,0.29,8/13/2018
2008377,NLA06608-1600,1,7/19/2007,PLNLOW,NPL,MT,PLAINS,ISIRF,-9.31,-91.99,0.22,0.89,8/13/2018
2008378,NLA06608-1602,1,5/30/2007,WMTNS,XER,AZ,WMTNS,ISIRF,-7.65,-60.61,0.132,0.88,8/13/2018
2008379,NLA06608-1608,1,8/26/2007,PLNLOW,CPL,LA,CPL,ISIRF,-3.66,-24.46,0.032,0.05,8/13/2018
2008380,NLA06608-1610,1,8/15/2007,WMTNS,WMT,MT,WMTNS,ISIRF,-16.61,-128,0.092,2.65,8/13/2018
2008381,NLA06608-1617,1,8/8/2007,WMTNS,WMT,WA,WMTNS,ISIRF,-8.05,-60.62,0.062,0.34,8/13/2018
2008382,NLA06608-1623,1,7/19/2007,PLNLOW,CPL,TX,CPL,ISIRF,-2.32,-14.66,0.045,0.04,8/13/2018
2008383,NLA06608-1626,1,8/8/2007,PLNLOW,UMW,MI,UMW,ISIRF,-9.07,-62.86,0.002,0.01,8/13/2018
2008384,NLA06608-1630,1,7/12/2007,PLNLOW,SPL,TX,PLAINS,ISIRF,1.58,7.01,0.397,0.66,8/13/2018
2008385,NLA06608-1631,1,8/8/2007,WMTNS,XER,UT,WMTNS,ISIRF,-7.95,-80.4,0.332,1.24,8/13/2018
2008386,NLA06608-1633,1,7/13/2007,WMTNS,WMT,MT,WMTNS,ISIRF,-15.44,-124.45,0.048,0.7,8/13/2018
2008387,NLA06608-1637,1,8/28/2007,EHIGH,NAP,PA,EHIGH,ISIRF,-6.15,-46.49,0.135,0.7,8/13/2018
2008388,NLA06608-1638,1,8/6/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-8.57,-69.21,0.267,4.28,8/13/2018
2008389,NLA06608-1640,1,7/26/2007,EHIGH,SAP,MO,EHIGH,ISIRF,-4.74,-29.27,0.033,0.26,8/13/2018
2008390,NLA06608-1641,1,6/19/2007,WMTNS,WMT,AZ,WMTNS,ISIRF,0.03,-23.32,0.285,1.06,8/13/2018
2008391,NLA06608-1643,1,7/19/2007,PLNLOW,UMW,MI,UMW,ISIRF,-2.4,-29.68,0.628,4.15,8/13/2018
2008393,NLA06608-1652,1,6/13/2007,EHIGH,SAP,TN,EHIGH,ISIRF,-5.01,-29.17,0.063,0.11,8/13/2018
2008394,NLA06608-1654,1,7/9/2007,PLNLOW,UMW,MI,UMW,ISIRF,-12.46,-90.74,0.028,0.13,8/13/2018
2008395,NLA06608-1655,1,6/6/2007,PLNLOW,NPL,SD,PLAINS,ISIRF,-2.7,-33.9,0.543,0.33,8/13/2018
2008396,NLA06608-1668,1,7/17/2007,EHIGH,SAP,TN,EHIGH,ISIRF,-5.05,-31.55,0.022,0.04,8/13/2018
2008397,NLA06608-1672,1,9/5/2007,PLNLOW,SPL,TX,PLAINS,ISIRF,-0.91,-7.93,0.229,0.1,8/13/2018
2008398,NLA06608-1674,1,7/27/2007,WMTNS,WMT,WY,WMTNS,ISIRF,-3.68,-68.99,0.77,5.56,8/13/2018
2008399,NLA06608-1675,1,7/23/2007,WMTNS,WMT,CO,WMTNS,ISIRF,-5.59,-65.04,0.48,2.81,8/13/2018
2008400,NLA06608-1679,1,7/15/2007,PLNLOW,UMW,MI,UMW,ISIRF,-4.14,-36.86,0.204,0.88,8/13/2018
2008401,NLA06608-1684,1,6/27/2007,PLNLOW,TPL,IN,PLAINS,ISIRF,-6.32,-41.69,0.066,0.26,8/13/2018
2008402,NLA06608-1684,2,8/21/2007,PLNLOW,TPL,IN,PLAINS,ISIRF,-4.96,-36.07,0.125,0.49,8/13/2018
2008403,NLA06608-1687,1,7/9/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-4.04,-38.16,0.39,0.84,8/13/2018
2008404,NLA06608-1690,1,9/10/2007,PLNLOW,UMW,MI,UMW,ISIRF,-9.44,-69.54,0.039,0.25,8/13/2018
2008405,NLA06608-1695,1,9/6/2007,WMTNS,WMT,UT,WMTNS,ISIRF,-13.33,-100.96,0.085,0.82,8/13/2018
2008407,NLA06608-1703,1,8/28/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-3.6,-30.87,0.481,0.61,8/13/2018
2008408,NLA06608-1704,1,9/5/2007,PLNLOW,TPL,MO,PLAINS,ISIRF,-1.78,-12.51,0.281,0.58,8/13/2018
2008409,NLA06608-1706,1,9/17/2007,PLNLOW,UMW,MI,UMW,ISIRF,-6.78,-51.9,0.127,0.38,8/13/2018
2008410,NLA06608-1707,1,7/22/2007,PLNLOW,UMW,MI,UMW,ISIRF,-6.04,-46.24,0.199,1.88,8/13/2018
2008411,NLA06608-1711,1,9/4/2007,EHIGH,SAP,GA,EHIGH,ISIRF,-4.01,-22.48,0.008,0.02,8/13/2018
2008413,NLA06608-1715,1,9/6/2007,PLNLOW,SPL,TX,PLAINS,ISIRF,-5.69,-35.56,0.001,0,8/13/2018
2008414,NLA06608-1717,1,9/25/2007,WMTNS,XER,CA,WMTNS,ISIRF,-10.8,-84.26,0.133,1.73,8/13/2018
2008415,NLA06608-1719,1,6/18/2007,PLNLOW,NPL,SD,PLAINS,ISIRF,-3.04,-34.36,0.698,0.45,8/13/2018
2008416,NLA06608-1723,1,6/20/2007,PLNLOW,SPL,WY,PLAINS,ISIRF,-10.36,-89.89,0.159,0.49,8/13/2018
2008417,NLA06608-1724,1,8/7/2007,PLNLOW,TPL,IL,PLAINS,ISIRF,-3.51,-28.98,0.135,0.55,8/13/2018
2008418,NLA06608-1733,1,7/12/2007,PLNLOW,CPL,FL,CPL,ISIRF,3.56,18.44,0.547,0.27,8/13/2018
2008419,NLA06608-1735,1,9/11/2007,PLNLOW,CPL,LA,CPL,ISIRF,-1.65,-12.66,0.146,0.1,8/13/2018
2008420,NLA06608-1736,1,8/1/2007,PLNLOW,TPL,IA,PLAINS,ISIRF,-1.89,-22.73,0.492,0.96,8/13/2018
2008421,NLA06608-1739,1,7/20/2007,WMTNS,WMT,CO,WMTNS,ISIRF,-17.34,-126.91,0,0.2,8/13/2018
2008422,NLA06608-1740,1,8/10/2007,PLNLOW,TPL,MO,PLAINS,ISIRF,-3.47,-27.37,0.218,0.52,8/13/2018
2008423,NLA06608-1741,1,7/9/2007,PLNLOW,CPL,DE,CPL,ISIRF,-5.08,-34.08,0.06,0.03,8/13/2018
2008424,NLA06608-1742,1,7/18/2007,PLNLOW,UMW,MI,UMW,ISIRF,-3.83,-45.11,0.423,2.16,8/13/2018
2008425,NLA06608-1748,1,7/31/2007,WMTNS,WMT,CO,WMTNS,ISIRF,-16.44,-121.96,0.007,2.19,8/13/2018
2008426,NLA06608-1753,1,8/22/2007,WMTNS,WMT,UT,WMTNS,ISIRF,-8.31,-69.94,0.245,0.7,8/13/2018
2008427,NLA06608-1755,1,8/20/2007,PLNLOW,UMW,IN,UMW,ISIRF,-5.87,-42.49,0.182,1.51,8/13/2018
2008428,NLA06608-1758,1,7/23/2007,PLNLOW,UMW,MI,UMW,ISIRF,-3.71,-44.44,0.446,0.27,8/13/2018
2008431,NLA06608-1771,1,8/28/2007,PLNLOW,UMW,MI,UMW,ISIRF,-4.13,-38.15,0.353,1.8,8/13/2018
2008433,NLA06608-1775,1,8/24/2007,EHIGH,SAP,KY,EHIGH,ISIRF,-2.45,-21.94,0.291,0.41,8/13/2018
2008435,NLA06608-1781,1,10/2/2007,WMTNS,XER,CA,WMTNS,ISIRF,-1.89,-17.66,0.324,1.67,8/13/2018
2008436,NLA06608-1782,1,9/13/2007,PLNLOW,UMW,MI,UMW,ISIRF,-4.84,-42.62,0.302,0.5,8/13/2018
2008438,NLA06608-1789,1,9/19/2007,EHIGH,SAP,PA,EHIGH,ISIRF,-8.45,-53.78,0.061,0.15,8/13/2018
2008439,NLA06608-1791,1,8/8/2007,EHIGH,SAP,TN,EHIGH,ISIRF,-0.72,-9.84,0.493,1.24,8/13/2018
2008440,NLA06608-1793,1,7/23/2007,WMTNS,WMT,ID,WMTNS,ISIRF,-13.55,-100.67,0.047,0.14,8/13/2018
2008441,NLA06608-1800,1,8/27/2007,PLNLOW,CPL,LA,CPL,ISIRF,-1.82,-11.62,0.185,0.15,8/13/2018
2008442,NLA06608-1802,1,9/12/2007,PLNLOW,UMW,MI,UMW,ISIRF,-5.34,-43.63,0.166,0.5,8/13/2018
2008443,NLA06608-1804,1,6/27/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,-1.35,-10.3,0.467,1.58,8/13/2018
2008445,NLA06608-1808,1,9/13/2007,PLNLOW,CPL,AR,CPL,ISIRF,-0.25,-5.35,0.312,0.34,8/13/2018
2008446,NLA06608-1810,1,7/16/2007,WMTNS,XER,UT,WMTNS,ISIRF,-9.84,-88.64,0.209,1.22,8/13/2018
2008447,NLA06608-1811,1,6/25/2007,PLNLOW,NPL,SD,PLAINS,ISIRF,-3.77,-40.32,0.511,0.63,8/13/2018
2008448,NLA06608-1812,1,8/27/2007,EHIGH,SAP,KY,EHIGH,ISIRF,-3.33,-21.25,0.107,0.48,8/13/2018
2008449,NLA06608-1818,1,7/10/2007,WMTNS,WMT,WY,WMTNS,ISIRF,-16.48,-127.51,0.053,2.02,8/13/2018
2008450,NLA06608-1821,1,8/9/2007,EHIGH,SAP,MD,EHIGH,ISIRF,-2.9,-25.94,0.239,0.11,8/13/2018
2008451,NLA06608-1824,1,7/25/2007,PLNLOW,SPL,KS,PLAINS,ISIRF,-3.3,-23.13,0.151,0.39,8/13/2018
2008452,NLA06608-1825,1,9/11/2007,PLNLOW,CPL,FL,CPL,ISIRF,3.26,16.54,0.611,0.76,8/13/2018
2008453,NLA06608-1835,1,7/24/2007,PLNLOW,TPL,IN,PLAINS,ISIRF,-2.47,-29.17,0.258,2.54,8/13/2018
2008454,NLA06608-1836,1,8/13/2007,PLNLOW,SPL,NE,PLAINS,ISIRF,-3.82,-44.98,0.436,0.62,8/13/2018
2008455,NLA06608-1839,1,9/20/2007,PLNLOW,CPL,GA,CPL,ISIRF,-3.05,-17.41,0.069,0.06,8/13/2018
2008456,NLA06608-1840,1,8/15/2007,PLNLOW,TPL,IL,PLAINS,ISIRF,-4.49,-33.59,0.105,0.45,8/13/2018
2008458,NLA06608-1851,1,8/21/2007,PLNLOW,SPL,CO,PLAINS,ISIRF,-12.79,-102.37,0.178,0.77,8/13/2018
2008459,NLA06608-1856,1,7/24/2007,PLNLOW,NPL,MT,PLAINS,ISIRF,-4.35,-63.46,0.605,0.36,8/13/2018
2008460,NLA06608-1857,1,7/25/2007,WMTNS,WMT,MT,WMTNS,ISIRF,-14.15,-114.6,0.04,1.2,8/13/2018
2008461,NLA06608-1861,1,8/1/2007,PLNLOW,CPL,FL,CPL,ISIRF,1.94,9.13,0.512,0.6,8/13/2018
2008462,NLA06608-1862,1,7/12/2007,WMTNS,XER,NV,WMTNS,ISIRF,-2.45,-57.87,0.59,0.3,8/13/2018
2008463,NLA06608-1863,1,9/7/2007,PLNLOW,CPL,LA,CPL,ISIRF,0.26,-0.99,0.425,0.69,8/13/2018
2008464,NLA06608-1866,1,7/23/2007,WMTNS,XER,WY,WMTNS,ISIRF,-15.95,-126.37,0.157,0.18,8/13/2018
2008465,NLA06608-1867,1,7/18/2007,PLNLOW,UMW,IN,UMW,ISIRF,-4.22,-33.47,0.104,0.18,8/13/2018
2008466,NLA06608-1868,1,8/15/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,0.25,-3.47,0.645,1.92,8/13/2018
2008467,NLA06608-1871,1,7/19/2007,EHIGH,SAP,AL,EHIGH,ISIRF,-2.34,-14.1,0.134,0.32,8/13/2018
2008468,NLA06608-1873,1,9/11/2007,WMTNS,WMT,WA,WMTNS,ISIRF,-10.71,-75.42,0.025,0.64,8/13/2018
2008469,NLA06608-1874,1,8/14/2007,WMTNS,WMT,UT,WMTNS,ISIRF,-14.67,-115.14,0.037,0.47,8/13/2018
2008470,NLA06608-1879,1,8/22/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-3.25,-30.87,0.575,0.54,8/13/2018
2008472,NLA06608-1884,1,7/18/2007,PLNLOW,TPL,IA,PLAINS,ISIRF,-5.24,-35.54,0.174,1.03,8/13/2018
2008474,NLA06608-1893,1,7/12/2007,WMTNS,XER,NV,WMTNS,ISIRF,-9.93,-94.05,0.152,0.54,8/13/2018
2008475,NLA06608-1894,1,8/8/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-13.44,-97.58,0.001,0.01,8/13/2018
2008477,NLA06608-1906,1,7/20/2007,EHIGH,NAP,RI,EHIGH,ISIRF,-5.79,-38.88,0.062,0.1,8/13/2018
2008478,NLA06608-1908,1,8/7/2007,EHIGH,SAP,IN,EHIGH,ISIRF,-2.85,-21.55,0.181,0.43,8/13/2018
2008479,NLA06608-1910,1,7/11/2007,PLNLOW,UMW,MI,UMW,ISIRF,-3.89,-40.74,0.406,0.45,8/13/2018
2008481,NLA06608-1930,1,7/24/2007,WMTNS,XER,ID,WMTNS,ISIRF,-17.2,-128.59,0.016,0.05,8/13/2018
2008482,NLA06608-1936,1,9/13/2007,PLNLOW,TPL,MO,PLAINS,ISIRF,-2.67,-22.38,0.244,0.48,8/13/2018
2008483,NLA06608-1948,1,8/21/2007,PLNLOW,SPL,NE,PLAINS,ISIRF,-0.83,-22.95,0.924,0.53,8/13/2018
2008484,NLA06608-1953,1,8/25/2007,WMTNS,WMT,MT,WMTNS,ISIRF,-15.56,-121.63,0.021,0.18,8/13/2018
2008485,NLA06608-1958,1,8/27/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-11.54,-84.94,0.013,0.27,8/13/2018
2008486,NLA06608-1959,1,6/11/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-6.39,-50.57,0.346,0.24,8/13/2018
2008487,NLA06608-1960,1,8/23/2007,PLNLOW,TPL,OK,PLAINS,ISIRF,-3.11,-18.08,0.084,0.12,8/13/2018
2008488,NLA06608-1968,1,8/23/2007,PLNLOW,NPL,MT,PLAINS,ISIRF,-6.05,-68.53,0.455,0.52,8/13/2018
2008489,NLA06608-1975,1,8/8/2007,PLNLOW,TPL,IA,PLAINS,ISIRF,-2.03,-23.1,0.532,7.57,8/13/2018
