UID,SITE_ID,VISIT_NO,DATE_COL,AGGR_ECO3_2015,AGGR_ECO9_2015,STATE,ECO_BIO,LAB,d18O_H2O,dD_H2O,E_I,RT,PUBLICATION_DATE
2007667,NLA06608-0211,1,8/7/2007,PLNLOW,UMW,MN,UMW,ISIRF,-3.14,-35.96,0.718,0.7,8/13/2018
2007668,NLA06608-0212,1,7/12/2007,EHIGH,SAP,IN,EHIGH,ISIRF,-5.66,-36.06,0.016,0.08,8/13/2018
2007669,NLA06608-0215,1,8/22/2007,PLNLOW,UMW,MN,UMW,ISIRF,-4.91,-43.54,0.26,1.38,8/13/2018
2007670,NLA06608-0216,1,7/6/2007,PLNLOW,TPL,NE,PLAINS,ISIRF,-0.86,-11.13,0.589,0.27,8/13/2018
2007671,NLA06608-0217,1,6/24/2007,EHIGH,SAP,NC,EHIGH,ISIRF,-2.54,-18.96,0.199,0.27,8/13/2018
2007672,NLA06608-0219,1,8/1/2007,PLNLOW,TPL,IN,PLAINS,ISIRF,-5.81,-45.35,0.183,1.05,8/13/2018
2007673,NLA06608-0220,1,8/2/2007,PLNLOW,SPL,NE,PLAINS,ISIRF,0.32,-18.1,1.09,0.71,8/13/2018
2007674,NLA06608-0221,1,6/28/2007,PLNLOW,CPL,VA,CPL,ISIRF,-3.53,-23.69,0.132,0.1,8/13/2018
2007675,NLA06608-0222,1,6/27/2007,PLNLOW,NPL,ND,PLAINS,ISIRF,-3.81,-44.79,0.722,1.38,8/13/2018
2007676,NLA06608-0223,1,6/27/2007,EHIGH,SAP,GA,EHIGH,ISIRF,-2.5,-15.92,0.141,0.17,8/13/2018
2007677,NLA06608-0223,2,8/29/2007,EHIGH,SAP,GA,EHIGH,ISIRF,-0.93,-11.32,0.23,0.27,8/13/2018
2007678,NLA06608-0224,1,7/19/2007,EHIGH,SAP,MO,EHIGH,ISIRF,-2.04,-16.68,0.342,1.18,8/13/2018
2007679,NLA06608-0224,2,9/23/2007,EHIGH,SAP,MO,EHIGH,ISIRF,-0.79,-13.13,0.404,1.39,8/13/2018
2007680,NLA06608-0225,1,7/11/2007,PLNLOW,NPL,MT,PLAINS,ISIRF,-13.32,-114.95,0.094,4.14,8/13/2018
2007681,NLA06608-0225,2,8/24/2007,PLNLOW,NPL,MT,PLAINS,ISIRF,-13.01,-112.03,0.118,4.14,8/13/2018
2007682,NLA06608-0226,1,7/9/2007,EHIGH,NAP,NH,EHIGH,ISIRF,-6.06,-48.31,0.111,0.21,8/13/2018
2007683,NLA06608-0228,1,6/26/2007,PLNLOW,SPL,CO,PLAINS,ISIRF,-11.02,-87.8,0.184,0.59,8/13/2018
2007684,NLA06608-0228,2,8/6/2007,PLNLOW,SPL,CO,PLAINS,ISIRF,-8.65,-78.9,0.244,0.71,8/13/2018
2007685,NLA06608-0229,1,9/13/2007,EHIGH,NAP,NY,EHIGH,ISIRF,-9.34,-69.27,0.058,0.05,8/13/2018
2007687,NLA06608-0234,1,8/23/2007,PLNLOW,UMW,MI,UMW,ISIRF,-1.72,-27.98,0.675,2.68,8/13/2018
2007688,NLA06608-0235,1,7/16/2007,PLNLOW,UMW,IN,UMW,ISIRF,-5.74,-42.77,0.187,3.23,8/13/2018
2007690,NLA06608-0237,1,6/26/2007,WMTNS,XER,NV,WMTNS,ISIRF,-9.77,-93.37,0.403,0.41,8/13/2018
2007691,NLA06608-0237,2,7/17/2007,WMTNS,XER,NV,WMTNS,ISIRF,-9.3,-91.36,0.371,0.38,8/13/2018
2007692,NLA06608-0238,1,7/11/2007,PLNLOW,UMW,MN,UMW,ISIRF,-2.61,-31.62,0.718,12.59,8/13/2018
2007693,NLA06608-0239,1,7/24/2007,EHIGH,SAP,TN,EHIGH,ISIRF,-5.2,-30.82,0.034,0.13,8/13/2018
2007694,NLA06608-0240,1,7/25/2007,PLNLOW,NPL,MT,PLAINS,ISIRF,-11.91,-108.5,0.096,1.3,8/13/2018
2007695,NLA06608-0241,1,8/15/2007,WMTNS,XER,ID,WMTNS,ISIRF,-9.75,-91.66,0.16,0.3,8/13/2018
2007696,NLA06608-0242,1,8/2/2007,EHIGH,NAP,CT,EHIGH,ISIRF,-4.81,-33.46,0.136,0.19,8/13/2018
2007697,NLA06608-0243,1,7/18/2007,PLNLOW,NPL,SD,PLAINS,ISIRF,-12.98,-106.67,0.105,0.64,8/13/2018
2007698,NLA06608-0244,1,6/20/2007,PLNLOW,SPL,TX,PLAINS,ISIRF,-0.24,-7.26,0.409,1.33,8/13/2018
2007699,NLA06608-0245,1,7/24/2007,WMTNS,XER,CA,WMTNS,ISIRF,-1.76,-19.62,0.277,1.11,8/13/2018
2007700,NLA06608-0247,1,7/17/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-2.16,-27.44,0.499,1.32,8/13/2018
2007701,NLA06608-0253,1,8/8/2007,PLNLOW,CPL,GA,CPL,ISIRF,-0.08,-11.17,0.207,0.13,8/13/2018
2007702,NLA06608-0254,1,6/21/2007,PLNLOW,TPL,ND,PLAINS,ISIRF,-4.7,-50.87,0.456,1.06,8/13/2018
2007703,NLA06608-0255,1,8/7/2007,EHIGH,SAP,TN,EHIGH,ISIRF,-0.05,-6.08,0.547,1.13,8/13/2018
2007704,NLA06608-0257,1,7/18/2007,WMTNS,WMT,MT,WMTNS,ISIRF,-17.49,-132.79,0.053,1.3,8/13/2018
2007705,NLA06608-0259,1,6/14/2007,PLNLOW,NPL,ND,PLAINS,ISIRF,-6.22,-51,0.334,0.34,8/13/2018
2007706,NLA06608-0260,1,8/30/2007,WMTNS,WMT,NM,WMTNS,ISIRF,-10.45,-78.21,0.074,3.83,8/13/2018
2007707,NLA06608-0268,1,9/10/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,-2.2,-13.3,0.204,0.49,8/13/2018
2007708,NLA06608-0271,1,6/27/2007,PLNLOW,TPL,OH,PLAINS,ISIRF,-4.48,-33.32,0.142,0.11,8/13/2018
2007709,NLA06608-0275,1,6/21/2007,PLNLOW,NPL,ND,PLAINS,ISIRF,-4.14,-38.97,0.497,0.81,8/13/2018
2007710,NLA06608-0276,1,8/7/2007,WMTNS,WMT,CO,WMTNS,ISIRF,-10.95,-85.18,0.152,2.83,8/13/2018
2007711,NLA06608-0277,1,7/20/2007,WMTNS,XER,ID,WMTNS,ISIRF,-16.18,-125.13,0.102,0.47,8/13/2018
2007712,NLA06608-0279,1,8/8/2007,PLNLOW,UMW,MN,UMW,ISIRF,-1.03,-19.8,0.653,0.52,8/13/2018
2007713,NLA06608-0280,1,7/25/2007,PLNLOW,CPL,TX,CPL,ISIRF,-1.61,-9.32,0.19,0.15,8/13/2018
2007714,NLA06608-0281,1,6/20/2007,EHIGH,SAP,NC,EHIGH,ISIRF,-2.87,-17.38,0.093,0.13,8/13/2018
2007716,NLA06608-0283,1,7/9/2007,PLNLOW,CPL,AL,CPL,ISIRF,-2.29,-16.47,0.135,0.39,8/13/2018
2007717,NLA06608-0284,1,7/30/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,-3.69,-23.55,0.11,0.05,8/13/2018
2007718,NLA06608-0285,1,7/24/2007,PLNLOW,CPL,DE,CPL,ISIRF,-5.36,-34.16,0.032,0.01,8/13/2018
2007719,NLA06608-0286,1,8/8/2007,PLNLOW,UMW,MI,UMW,ISIRF,-4.09,-46.02,0.428,4.37,8/13/2018
2007720,NLA06608-0290,1,7/11/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-8.77,-79.4,0.223,0.45,8/13/2018
2007721,NLA06608-0290,2,9/10/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-4.62,-63.28,0.457,0.92,8/13/2018
2007722,NLA06608-0291,1,7/11/2007,PLNLOW,TPL,WI,PLAINS,ISIRF,-5.57,-41.95,0.241,5.53,8/13/2018
2007723,NLA06608-0293,1,7/25/2007,EHIGH,NAP,CT,EHIGH,ISIRF,-6.13,-41.47,0.088,0.3,8/13/2018
2007724,NLA06608-0294,1,6/26/2007,EHIGH,NAP,VT,EHIGH,ISIRF,-9.13,-69.81,0.03,0.26,8/13/2018
2007725,NLA06608-0295,1,6/26/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-3.48,-31.34,0.553,1.47,8/13/2018
2007726,NLA06608-0297,1,7/24/2007,PLNLOW,CPL,SC,CPL,ISIRF,3.15,8.61,0.643,0.63,8/13/2018
2007727,NLA06608-0299,1,7/30/2007,PLNLOW,UMW,IN,UMW,ISIRF,-5.57,-42.55,0.226,2.18,8/13/2018
2007729,NLA06608-0302,1,6/23/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-4.09,-38.51,0.427,0.66,8/13/2018
2007730,NLA06608-0303,1,8/7/2007,PLNLOW,TPL,OH,PLAINS,ISIRF,-5.03,-35.57,0.111,0.19,8/13/2018
2007731,NLA06608-0306,1,7/16/2007,WMTNS,XER,OR,WMTNS,ISIRF,-6.34,-76.44,0.38,0.33,8/13/2018
2007732,NLA06608-0312,1,7/16/2007,PLNLOW,TPL,KS,PLAINS,ISIRF,-5.37,-39.98,0.059,0.09,8/13/2018
2007733,NLA06608-0313,1,7/13/2007,PLNLOW,CPL,NC,CPL,ISIRF,-2.2,-17.91,0.153,0.12,8/13/2018
2007734,NLA06608-0318,1,7/20/2007,PLNLOW,UMW,MN,UMW,ISIRF,-7.51,-63.28,0.182,0.63,8/13/2018
2007735,NLA06608-0319,1,7/22/2007,EHIGH,SAP,SC,EHIGH,ISIRF,-4.02,-23.39,0.024,0.02,8/13/2018
2007737,NLA06608-0324,1,8/8/2007,EHIGH,SAP,VA,EHIGH,ISIRF,-4.34,-30.08,0.161,0.4,8/13/2018
2007738,NLA06608-0325,1,7/17/2007,PLNLOW,CPL,FL,CPL,ISIRF,0.79,3.09,0.342,0.31,8/13/2018
2007739,NLA06608-0326,1,8/16/2007,EHIGH,NAP,CT,EHIGH,ISIRF,-4.5,-31.14,0.175,0.48,8/13/2018
2007740,NLA06608-0327,1,6/27/2007,PLNLOW,CPL,MS,CPL,ISIRF,1.15,1.99,0.405,0.15,8/13/2018
2007741,NLA06608-0328,1,8/25/2007,PLNLOW,CPL,LA,CPL,ISIRF,-1.72,-11.75,0.213,0.22,8/13/2018
2007742,NLA06608-0328,2,9/15/2007,PLNLOW,CPL,LA,CPL,ISIRF,-1.08,-8.94,0.302,0.31,8/13/2018
2007743,NLA06608-0330,1,9/5/2007,PLNLOW,UMW,MI,UMW,ISIRF,-9.12,-67.75,0.064,0.12,8/13/2018
2007744,NLA06608-0332,1,9/4/2007,EHIGH,SAP,OK,EHIGH,ISIRF,-4.05,-24.62,0.06,0.43,8/13/2018
2007745,NLA06608-0333,1,7/24/2007,EHIGH,SAP,NJ,EHIGH,ISIRF,-4.89,-33.59,0.152,1.81,8/13/2018
2007746,NLA06608-0334,1,6/27/2007,PLNLOW,TPL,ND,PLAINS,ISIRF,-6.82,-70.56,0.213,0.32,8/13/2018
2007748,NLA06608-0337,1,7/12/2007,WMTNS,WMT,WA,WMTNS,ISIRF,-3.02,-37.88,0.563,2.85,8/13/2018
2007749,NLA06608-0339,1,6/25/2007,PLNLOW,NPL,ND,PLAINS,ISIRF,-2.96,-34.32,0.693,3.16,8/13/2018
2007750,NLA06608-0340,1,6/21/2007,WMTNS,WMT,NM,WMTNS,ISIRF,-9.78,-71.21,0.057,0.5,8/13/2018
2007751,NLA06608-0341,1,9/18/2007,EHIGH,NAP,NY,EHIGH,ISIRF,-9.9,-68.14,0,0.21,8/13/2018
2007753,NLA06608-0343,1,8/21/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-2.05,-24.32,0.803,1.27,8/13/2018
2007754,NLA06608-0344,1,7/5/2007,PLNLOW,TPL,NE,PLAINS,ISIRF,-1.61,-18.69,0.538,1.46,8/13/2018
2007755,NLA06608-0345,1,6/21/2007,EHIGH,SAP,VA,EHIGH,ISIRF,-4.07,-27.78,0.116,0.29,8/13/2018
2007756,NLA06608-0350,1,8/9/2007,PLNLOW,UMW,WI,UMW,ISIRF,-6.27,-49.23,0.254,1.5,8/13/2018
2007757,NLA06608-0354,1,7/19/2007,EHIGH,NAP,MA,EHIGH,ISIRF,-6,-44.22,0.127,0.18,8/13/2018
2007758,NLA06608-0356,1,7/16/2007,PLNLOW,SPL,NM,PLAINS,ISIRF,-2.97,-40.51,0.391,0.56,8/13/2018
2007759,NLA06608-0357,1,7/27/2007,EHIGH,NAP,MA,EHIGH,ISIRF,-6.65,-49.66,0.149,0.28,8/13/2018
2007760,NLA06608-0358,1,7/17/2007,EHIGH,NAP,NH,EHIGH,ISIRF,-9.97,-73.16,0.016,0.03,8/13/2018
2007761,NLA06608-0359,1,7/10/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-7.63,-56.82,0.089,0.19,8/13/2018
2007762,NLA06608-0361,1,7/15/2007,EHIGH,SAP,NC,EHIGH,ISIRF,-3.35,-22.4,0.113,0.25,8/13/2018
2007763,NLA06608-0363,1,7/21/2007,PLNLOW,UMW,MI,UMW,ISIRF,-6.55,-47.12,0.029,0.17,8/13/2018
2007764,NLA06608-0366,1,7/31/2007,PLNLOW,UMW,MN,UMW,ISIRF,-9.51,-71.49,0.06,0.6,8/13/2018
2007765,NLA06608-0367,1,8/23/2007,EHIGH,NAP,OH,EHIGH,ISIRF,-6.86,-52.05,0.086,0.23,8/13/2018
2007766,NLA06608-0369,1,7/26/2007,EHIGH,NAP,VT,EHIGH,ISIRF,-9.2,-67.88,0.047,2.31,8/13/2018
2007767,NLA06608-0372,1,8/3/2007,PLNLOW,SPL,CO,PLAINS,ISIRF,-10.01,-81.36,0.228,1.48,8/13/2018
2007768,NLA06608-0373,1,7/12/2007,WMTNS,WMT,CA,WMTNS,ISIRF,-1.63,-28.66,0.432,9.34,8/13/2018
2007769,NLA06608-0376,1,8/22/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,-1.84,-10.64,0.205,0.75,8/13/2018
2007770,NLA06608-0377,1,7/12/2007,EHIGH,SAP,PA,EHIGH,ISIRF,-5.06,-40.63,0.133,0.66,8/13/2018
2007771,NLA06608-0378,1,6/26/2007,PLNLOW,NPL,MT,PLAINS,ISIRF,-13.77,-114.45,0.096,0.88,8/13/2018
2007772,NLA06608-0384,1,6/28/2007,PLNLOW,NPL,ND,PLAINS,ISIRF,-5.26,-58.16,0.477,1.39,8/13/2018
2007773,NLA06608-0385,1,7/6/2007,PLNLOW,NPL,MT,PLAINS,ISIRF,-3.82,-62.34,1.103,2.03,8/13/2018
2007774,NLA06608-0386,1,8/7/2007,EHIGH,SAP,PA,EHIGH,ISIRF,-7.48,-50.7,0.064,0.51,8/13/2018
2007775,NLA06608-0388,1,8/16/2007,EHIGH,SAP,KY,EHIGH,ISIRF,-3.33,-26.36,0.2,1.48,8/13/2018
2007776,NLA06608-0388,2,8/26/2007,EHIGH,SAP,KY,EHIGH,ISIRF,-3.36,-24.92,0.215,1.59,8/13/2018
2007778,NLA06608-0393,1,7/23/2007,WMTNS,XER,CA,WMTNS,ISIRF,-11.31,-82.74,0.033,0.3,8/13/2018
2007779,NLA06608-0395,1,6/27/2007,EHIGH,SAP,AL,EHIGH,ISIRF,-3.13,-17.35,0.049,0.22,8/13/2018
2007780,NLA06608-0399,1,7/16/2007,PLNLOW,UMW,MI,UMW,ISIRF,-5.05,-38.83,0.17,0.28,8/13/2018
2007781,NLA06608-0401,1,8/27/2007,EHIGH,NAP,ME,EHIGH,ISIRF,-10.1,-73.63,0.008,1.74,8/13/2018
2007782,NLA06608-0402,1,6/26/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-5.27,-42.53,0.225,0.29,8/13/2018
2007783,NLA06608-0402,2,9/6/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-4.45,-39.06,0.255,0.33,8/13/2018
2007784,NLA06608-0403,1,8/6/2007,PLNLOW,UMW,MN,UMW,ISIRF,-6.16,-56.05,0.286,5.37,8/13/2018
2007785,NLA06608-0405,1,8/30/2007,EHIGH,NAP,PA,EHIGH,ISIRF,-7.32,-52.7,0.098,0.25,8/13/2018
2007786,NLA06608-0406,1,8/21/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-9.32,-74.6,0.164,0.26,8/13/2018
2007787,NLA06608-0407,1,7/23/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-3.25,-30.07,0.583,1.33,8/13/2018
2007788,NLA06608-0408,1,6/20/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,-3.2,-18.85,0.111,0.35,8/13/2018
2007789,NLA06608-0413,1,6/27/2007,EHIGH,SAP,VA,EHIGH,ISIRF,-2.72,-19.18,0.176,0.19,8/13/2018
2007790,NLA06608-0414,1,7/31/2007,PLNLOW,UMW,WI,UMW,ISIRF,-1.79,-30.28,0.639,0.47,8/13/2018
2007791,NLA06608-0418,1,7/19/2007,EHIGH,NAP,NH,EHIGH,ISIRF,-4.81,-40.67,0.223,0.39,8/13/2018
2007792,NLA06608-0421,1,6/28/2007,EHIGH,NAP,NY,EHIGH,ISIRF,-8.86,-61.72,0.017,0.05,8/13/2018
2007793,NLA06608-0425,1,8/1/2007,WMTNS,WMT,UT,WMTNS,ISIRF,-11.35,-95.65,0.111,0.27,8/13/2018
2007794,NLA06608-0426,1,9/17/2007,PLNLOW,UMW,MI,UMW,ISIRF,-3.43,-34.29,0.384,1.86,8/13/2018
2007795,NLA06608-0432,1,7/16/2007,PLNLOW,CPL,MS,CPL,ISIRF,-3,-18.17,0.095,0.18,8/13/2018
2007796,NLA06608-0433,1,8/9/2007,EHIGH,NAP,VT,EHIGH,ISIRF,-10.23,-70.75,0,1.22,8/13/2018
2007797,NLA06608-0435,1,7/23/2007,PLNLOW,UMW,WI,UMW,ISIRF,-5.32,-42.93,0.307,1.03,8/13/2018
2007798,NLA06608-0436,1,9/5/2007,EHIGH,SAP,AR,EHIGH,ISIRF,-3.63,-21.96,0.057,0.13,8/13/2018
2007799,NLA06608-0439,1,6/27/2007,PLNLOW,NPL,SD,PLAINS,ISIRF,-2.92,-32.1,0.68,0.38,8/13/2018
2007800,NLA06608-0440,1,8/8/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,-3.01,-18.35,0.114,0.35,8/13/2018
2007801,NLA06608-0442,1,8/14/2007,PLNLOW,NPL,ND,PLAINS,ISIRF,-2.05,-37.55,0.979,1.15,8/13/2018
2007802,NLA06608-0444,1,7/12/2007,PLNLOW,CPL,MS,CPL,ISIRF,1.01,-2.57,0.429,0,8/13/2018
2007803,NLA06608-0445,1,6/28/2007,EHIGH,SAP,OH,EHIGH,ISIRF,-6.17,-40.65,0.027,0.09,8/13/2018
2007804,NLA06608-0447,1,8/25/2007,EHIGH,SAP,KY,EHIGH,ISIRF,-3.76,-28.53,0.191,0.92,8/13/2018
2007805,NLA06608-0449,1,7/26/2007,WMTNS,WMT,WA,WMTNS,ISIRF,-10.82,-98.57,0.089,0.3,8/13/2018
2007806,NLA06608-0452,1,6/15/2007,PLNLOW,SPL,CO,PLAINS,ISIRF,-10.02,-89.11,0.398,1.31,8/13/2018
2007807,NLA06608-0453,1,7/31/2007,PLNLOW,CPL,FL,CPL,ISIRF,3.41,18,0.505,0.68,8/13/2018
2007808,NLA06608-0454,1,7/25/2007,EHIGH,NAP,MA,EHIGH,ISIRF,-5.06,-36.07,0.137,0.14,8/13/2018
2007809,NLA06608-0456,1,8/9/2007,PLNLOW,SPL,TX,PLAINS,ISIRF,-2.6,-13.35,0.064,0.21,8/13/2018
2007810,NLA06608-0458,1,7/25/2007,PLNLOW,CPL,GA,CPL,ISIRF,1.72,1.31,0.413,0.54,8/13/2018
2007811,NLA06608-0459,1,7/16/2007,EHIGH,SAP,AL,EHIGH,ISIRF,-1.6,-11.59,0.207,0.65,8/13/2018
2007812,NLA06608-0462,1,8/20/2007,PLNLOW,UMW,MI,UMW,ISIRF,-4.01,-42.69,0.462,4.11,8/13/2018
2007813,NLA06608-0463,1,8/19/2007,PLNLOW,TPL,MI,PLAINS,ISIRF,-5.62,-45.11,0.209,0.59,8/13/2018
2007815,NLA06608-0467,1,7/9/2007,PLNLOW,TPL,WI,PLAINS,ISIRF,-7.1,-52.86,0.095,1.29,8/13/2018
2007816,NLA06608-0468,1,8/1/2007,WMTNS,WMT,CO,WMTNS,ISIRF,-15.28,-113.53,0.023,0.37,8/13/2018
2007817,NLA06608-0469,1,8/29/2007,EHIGH,NAP,PA,EHIGH,ISIRF,-7.82,-54.77,0.069,0.55,8/13/2018
2007818,NLA06608-0470,1,7/24/2007,EHIGH,NAP,NH,EHIGH,ISIRF,-7.36,-53.34,0.108,0.85,8/13/2018
2007819,NLA06608-0471,1,6/25/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-4.71,-41.07,0.399,1.64,8/13/2018
2007820,NLA06608-0472,1,7/16/2007,EHIGH,SAP,OK,EHIGH,ISIRF,-3.08,-16.71,0.058,0.13,8/13/2018
2007821,NLA06608-0473,1,6/19/2007,EHIGH,SAP,NC,EHIGH,ISIRF,-4.74,-27.41,0.059,0.29,8/13/2018
2007822,NLA06608-0479,1,8/16/2007,PLNLOW,TPL,OH,PLAINS,ISIRF,-1.37,-18.67,0.345,1.03,8/13/2018
2007823,NLA06608-0480,1,8/24/2007,EHIGH,SAP,MO,EHIGH,ISIRF,-2.27,-22.41,0.214,1.27,8/13/2018
2007824,NLA06608-0480,2,9/25/2007,EHIGH,SAP,MO,EHIGH,ISIRF,-2.33,-22.03,0.216,1.28,8/13/2018
2007825,NLA06608-0483,1,7/11/2007,WMTNS,XER,TX,WMTNS,ISIRF,-2.18,-17.69,0.224,1.35,8/13/2018
2007826,NLA06608-0484,1,7/12/2007,PLNLOW,CPL,TN,CPL,ISIRF,-1.05,-13.31,0.228,0.13,8/13/2018
2007827,NLA06608-0488,1,7/19/2007,PLNLOW,SPL,KS,PLAINS,ISIRF,-3.62,-20.33,0.031,0.02,8/13/2018
2007828,NLA06608-0489,1,7/10/2007,EHIGH,SAP,VA,EHIGH,ISIRF,-3.28,-27.41,0.179,0.19,8/13/2018
2007830,NLA06608-0491,1,7/17/2007,PLNLOW,UMW,IN,UMW,ISIRF,-2.71,-27.15,0.22,0.16,8/13/2018
2007831,NLA06608-0493,1,7/11/2007,EHIGH,SAP,VA,EHIGH,ISIRF,-5.8,-37.5,0.054,0.33,8/13/2018
2007832,NLA06608-0494,1,7/11/2007,PLNLOW,UMW,MN,UMW,ISIRF,-6.35,-52.75,0.279,4.15,8/13/2018
2007833,NLA06608-0495,1,9/5/2007,WMTNS,WMT,CO,WMTNS,ISIRF,-14.83,-111.22,0.045,1.21,8/13/2018
2007834,NLA06608-0496,1,6/23/2007,PLNLOW,NPL,MT,PLAINS,ISIRF,-4.28,-59.62,0.643,0.69,8/13/2018
2007835,NLA06608-0497,1,8/17/2007,WMTNS,XER,ID,WMTNS,ISIRF,-15.04,-116.19,0.093,4.42,8/13/2018
2007836,NLA06608-0498,1,7/31/2007,EHIGH,NAP,CT,EHIGH,ISIRF,-6.47,-43.19,0.032,0.1,8/13/2018
2007837,NLA06608-0500,1,9/14/2007,EHIGH,SAP,AR,EHIGH,ISIRF,-3.11,-18.16,0.074,0.46,8/13/2018
2007838,NLA06608-0501,1,7/24/2007,WMTNS,WMT,CA,WMTNS,ISIRF,-3.4,-22.16,0.113,0.63,8/13/2018
2007839,NLA06608-0502,1,8/18/2007,PLNLOW,UMW,MI,UMW,ISIRF,-3.15,-32.84,0.315,1.65,8/13/2018
2007840,NLA06608-0503,1,8/1/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-1.4,-21.27,0.655,0.77,8/13/2018
2007842,NLA06608-0508,1,7/10/2007,PLNLOW,CPL,MS,CPL,ISIRF,1.88,2.1,0.517,0.12,8/13/2018
2007843,NLA06608-0509,1,6/20/2007,EHIGH,SAP,PA,EHIGH,ISIRF,-7.3,-48.73,0.006,0.1,8/13/2018
2007844,NLA06608-0510,1,6/27/2007,PLNLOW,TPL,ND,PLAINS,ISIRF,-4.96,-49.37,0.489,1.1,8/13/2018
2007845,NLA06608-0511,1,9/6/2007,WMTNS,WMT,CO,WMTNS,ISIRF,-14.19,-105.73,0.039,0.47,8/13/2018
2007846,NLA06608-0512,1,8/13/2007,PLNLOW,TPL,ND,PLAINS,ISIRF,-3.53,-46.99,0.746,1.4,8/13/2018
2007847,NLA06608-0514,1,7/24/2007,EHIGH,SAP,PA,EHIGH,ISIRF,-7.87,-51.18,0.023,0.22,8/13/2018
2007848,NLA06608-0515,1,6/28/2007,PLNLOW,NPL,ND,PLAINS,ISIRF,-3.86,-39.72,0.623,1.25,8/13/2018
2007849,NLA06608-0523,1,7/16/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-3.54,-32.21,0.426,1.05,8/13/2018
2007850,NLA06608-0526,1,7/18/2007,PLNLOW,UMW,MN,UMW,ISIRF,-7.2,-63.29,0.215,1.54,8/13/2018
2007851,NLA06608-0528,1,6/28/2007,PLNLOW,SPL,NE,PLAINS,ISIRF,-8.41,-67.78,0.379,2.71,8/13/2018
2007852,NLA06608-0529,1,9/4/2007,WMTNS,XER,WA,WMTNS,ISIRF,-14.58,-117.48,0.217,0.64,8/13/2018
2007853,NLA06608-0530,1,8/7/2007,PLNLOW,CPL,GA,CPL,ISIRF,1.35,5.1,0.416,0.28,8/13/2018
2007854,NLA06608-0531,1,7/11/2007,PLNLOW,NPL,ND,PLAINS,ISIRF,-2.45,-34.19,0.641,0.58,8/13/2018
2007855,NLA06608-0533,1,7/18/2007,EHIGH,NAP,NY,EHIGH,ISIRF,-9.73,-69.15,0.029,0.1,8/13/2018
2007856,NLA06608-0537,1,6/6/2007,EHIGH,SAP,WV,EHIGH,ISIRF,-6.95,-43.94,0.08,0.27,8/13/2018
2007857,NLA06608-0540,1,8/27/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,0.23,-5.89,0.565,0.41,8/13/2018
2007858,NLA06608-0541,1,7/12/2007,EHIGH,SAP,VA,EHIGH,ISIRF,-3.68,-32.19,0.173,0.53,8/13/2018
2007859,NLA06608-0542,1,8/30/2007,PLNLOW,UMW,WI,UMW,ISIRF,0.4,-26.3,0.829,0.67,8/13/2018
2007860,NLA06608-0546,1,7/18/2007,EHIGH,NAP,MA,EHIGH,ISIRF,-6.68,-46.02,0.053,0.05,8/13/2018
2007861,NLA06608-0547,1,7/31/2007,PLNLOW,UMW,WI,UMW,ISIRF,-6.58,-51.82,0.159,0.51,8/13/2018
2007862,NLA06608-0550,1,8/1/2007,EHIGH,NAP,NH,EHIGH,ISIRF,-9.07,-67.62,0.024,0.19,8/13/2018
2007863,NLA06608-0551,1,8/20/2007,PLNLOW,UMW,MN,UMW,ISIRF,-6.38,-47.9,0.141,1.05,8/13/2018
2007864,NLA06608-0555,1,7/23/2007,PLNLOW,UMW,IN,UMW,ISIRF,-6.63,-48.07,0.17,0.97,8/13/2018
2007865,NLA06608-0558,1,8/9/2007,PLNLOW,UMW,MN,UMW,ISIRF,-2.45,-33.19,0.736,1.77,8/13/2018
2007866,NLA06608-0560,1,9/12/2007,PLNLOW,SPL,TX,PLAINS,ISIRF,0.33,-8.05,0.589,3.01,8/13/2018
2007867,NLA06608-0561,1,8/9/2007,WMTNS,WMT,ID,WMTNS,ISIRF,-15.42,-116.02,0.047,1.49,8/13/2018
2007868,NLA06608-0562,1,7/13/2007,EHIGH,NAP,RI,EHIGH,ISIRF,-5.77,-39.05,0.072,0.27,8/13/2018
2007869,NLA06608-0562,2,8/21/2007,EHIGH,NAP,RI,EHIGH,ISIRF,-5.5,-37.97,0.085,0.32,8/13/2018
2007870,NLA06608-0564,1,8/22/2007,WMTNS,XER,NM,WMTNS,ISIRF,-11.17,-78.76,0.049,0.5,8/13/2018
